X,CH1,Start,Increment,
Sequence,Volt,-5.6000000000e000,8.0000000000e-005,
0,7.750e-002,
1,7.750e-002,
2,7.812e-002,
3,7.812e-002,
4,7.812e-002,
5,8.000e-002,
6,7.687e-002,
7,7.750e-002,
8,7.812e-002,
9,7.875e-002,
10,7.875e-002,
11,7.687e-002,
12,7.875e-002,
13,7.750e-002,
14,7.687e-002,
15,7.687e-002,
16,7.750e-002,
17,7.625e-002,
18,7.625e-002,
19,7.750e-002,
20,7.812e-002,
21,7.625e-002,
22,7.812e-002,
23,7.812e-002,
24,7.875e-002,
25,7.750e-002,
26,7.875e-002,
27,7.750e-002,
28,7.812e-002,
29,7.875e-002,
30,7.812e-002,
31,7.750e-002,
32,7.687e-002,
33,7.750e-002,
34,7.812e-002,
35,7.750e-002,
36,7.750e-002,
37,7.875e-002,
38,7.812e-002,
39,7.750e-002,
40,7.750e-002,
41,7.750e-002,
42,7.687e-002,
43,7.562e-002,
44,7.562e-002,
45,7.249e-002,
46,7.312e-002,
47,7.249e-002,
48,7.125e-002,
49,7.062e-002,
50,7.187e-002,
51,7.312e-002,
52,7.125e-002,
53,7.125e-002,
54,7.062e-002,
55,7.249e-002,
56,7.437e-002,
57,7.187e-002,
58,7.187e-002,
59,7.499e-002,
60,7.499e-002,
61,7.625e-002,
62,7.562e-002,
63,7.875e-002,
64,7.812e-002,
65,7.562e-002,
66,7.937e-002,
67,7.875e-002,
68,8.000e-002,
69,7.937e-002,
70,7.875e-002,
71,7.875e-002,
72,7.812e-002,
73,8.062e-002,
74,7.937e-002,
75,7.750e-002,
76,8.000e-002,
77,7.812e-002,
78,7.875e-002,
79,7.812e-002,
80,7.750e-002,
81,7.687e-002,
82,7.625e-002,
83,7.562e-002,
84,7.625e-002,
85,7.625e-002,
86,7.562e-002,
87,7.687e-002,
88,7.562e-002,
89,7.499e-002,
90,7.374e-002,
91,7.499e-002,
92,7.249e-002,
93,7.499e-002,
94,7.437e-002,
95,7.374e-002,
96,7.499e-002,
97,7.374e-002,
98,7.499e-002,
99,7.499e-002,
100,7.374e-002,
101,7.437e-002,
102,7.437e-002,
103,7.499e-002,
104,7.499e-002,
105,7.562e-002,
106,7.312e-002,
107,7.437e-002,
108,7.499e-002,
109,7.312e-002,
110,7.499e-002,
111,7.312e-002,
112,7.437e-002,
113,7.249e-002,
114,7.187e-002,
115,7.125e-002,
116,7.062e-002,
117,7.125e-002,
118,7.000e-002,
119,6.875e-002,
120,6.937e-002,
121,6.937e-002,
122,7.125e-002,
123,6.875e-002,
124,7.187e-002,
125,7.187e-002,
126,7.187e-002,
127,7.374e-002,
128,7.499e-002,
129,7.562e-002,
130,7.437e-002,
131,7.437e-002,
132,7.812e-002,
133,7.625e-002,
134,7.937e-002,
135,7.875e-002,
136,7.750e-002,
137,7.750e-002,
138,7.875e-002,
139,7.937e-002,
140,7.687e-002,
141,7.875e-002,
142,7.875e-002,
143,7.875e-002,
144,7.875e-002,
145,7.750e-002,
146,7.812e-002,
147,7.812e-002,
148,7.687e-002,
149,7.875e-002,
150,7.812e-002,
151,7.687e-002,
152,7.625e-002,
153,7.750e-002,
154,7.750e-002,
155,7.812e-002,
156,7.750e-002,
157,7.625e-002,
158,7.687e-002,
159,7.750e-002,
160,7.687e-002,
161,7.750e-002,
162,7.687e-002,
163,7.687e-002,
164,7.625e-002,
165,7.687e-002,
166,7.750e-002,
167,7.750e-002,
168,7.937e-002,
169,7.937e-002,
170,7.937e-002,
171,7.812e-002,
172,7.687e-002,
173,7.687e-002,
174,7.750e-002,
175,7.812e-002,
176,7.625e-002,
177,7.625e-002,
178,7.625e-002,
179,7.687e-002,
180,7.437e-002,
181,7.499e-002,
182,7.499e-002,
183,7.499e-002,
184,7.312e-002,
185,7.312e-002,
186,7.125e-002,
187,7.312e-002,
188,7.312e-002,
189,7.312e-002,
190,7.437e-002,
191,7.437e-002,
192,7.312e-002,
193,7.499e-002,
194,7.562e-002,
195,7.687e-002,
196,7.625e-002,
197,7.562e-002,
198,7.750e-002,
199,7.875e-002,
200,7.812e-002,
201,7.812e-002,
202,7.875e-002,
203,7.812e-002,
204,7.812e-002,
205,7.812e-002,
206,7.937e-002,
207,8.000e-002,
208,7.750e-002,
209,7.812e-002,
210,7.875e-002,
211,7.875e-002,
212,7.937e-002,
213,7.875e-002,
214,7.937e-002,
215,7.937e-002,
216,7.750e-002,
217,7.687e-002,
218,7.687e-002,
219,7.625e-002,
220,7.750e-002,
221,7.499e-002,
222,7.625e-002,
223,7.625e-002,
224,7.562e-002,
225,7.499e-002,
226,7.499e-002,
227,7.625e-002,
228,7.499e-002,
229,7.499e-002,
230,7.562e-002,
231,7.687e-002,
232,7.750e-002,
233,7.499e-002,
234,7.687e-002,
235,7.750e-002,
236,7.750e-002,
237,7.625e-002,
238,7.499e-002,
239,7.499e-002,
240,7.625e-002,
241,7.625e-002,
242,7.562e-002,
243,7.499e-002,
244,7.499e-002,
245,7.374e-002,
246,7.249e-002,
247,7.249e-002,
248,7.187e-002,
249,7.187e-002,
250,7.249e-002,
251,7.125e-002,
252,7.000e-002,
253,7.125e-002,
254,7.125e-002,
255,7.125e-002,
256,7.125e-002,
257,7.312e-002,
258,7.125e-002,
259,7.249e-002,
260,7.374e-002,
261,7.499e-002,
262,7.625e-002,
263,7.499e-002,
264,7.437e-002,
265,7.562e-002,
266,7.875e-002,
267,7.812e-002,
268,7.875e-002,
269,7.812e-002,
270,7.875e-002,
271,7.812e-002,
272,7.687e-002,
273,7.875e-002,
274,8.125e-002,
275,7.812e-002,
276,7.937e-002,
277,8.000e-002,
278,7.750e-002,
279,7.687e-002,
280,7.875e-002,
281,7.625e-002,
282,7.812e-002,
283,7.687e-002,
284,7.750e-002,
285,7.625e-002,
286,7.687e-002,
287,7.625e-002,
288,7.499e-002,
289,7.625e-002,
290,7.687e-002,
291,7.625e-002,
292,7.499e-002,
293,7.562e-002,
294,7.750e-002,
295,7.562e-002,
296,7.625e-002,
297,7.687e-002,
298,7.562e-002,
299,7.812e-002,
300,7.625e-002,
301,7.562e-002,
302,7.562e-002,
303,7.625e-002,
304,7.687e-002,
305,7.625e-002,
306,7.812e-002,
307,7.687e-002,
308,7.750e-002,
309,7.625e-002,
310,7.687e-002,
311,7.687e-002,
312,7.750e-002,
313,7.562e-002,
314,7.687e-002,
315,7.750e-002,
316,7.750e-002,
317,7.562e-002,
318,7.562e-002,
319,7.499e-002,
320,7.687e-002,
321,7.625e-002,
322,7.499e-002,
323,7.499e-002,
324,7.437e-002,
325,7.499e-002,
326,7.562e-002,
327,7.499e-002,
328,7.499e-002,
329,7.437e-002,
330,7.437e-002,
331,7.437e-002,
332,7.562e-002,
333,7.750e-002,
334,7.750e-002,
335,7.812e-002,
336,7.812e-002,
337,8.125e-002,
338,8.125e-002,
339,7.937e-002,
340,7.937e-002,
341,8.187e-002,
342,8.062e-002,
343,8.125e-002,
344,8.062e-002,
345,8.187e-002,
346,8.125e-002,
347,8.062e-002,
348,8.062e-002,
349,8.000e-002,
350,8.000e-002,
351,8.000e-002,
352,7.875e-002,
353,7.875e-002,
354,7.937e-002,
355,7.875e-002,
356,7.812e-002,
357,7.812e-002,
358,7.875e-002,
359,7.812e-002,
360,7.875e-002,
361,7.875e-002,
362,7.812e-002,
363,7.812e-002,
364,7.812e-002,
365,7.750e-002,
366,7.687e-002,
367,7.687e-002,
368,7.812e-002,
369,7.750e-002,
370,7.750e-002,
371,7.750e-002,
372,7.750e-002,
373,7.625e-002,
374,7.750e-002,
375,7.750e-002,
376,7.687e-002,
377,7.625e-002,
378,7.625e-002,
379,7.562e-002,
380,7.562e-002,
381,7.625e-002,
382,7.499e-002,
383,7.562e-002,
384,7.562e-002,
385,7.499e-002,
386,7.499e-002,
387,7.625e-002,
388,7.499e-002,
389,7.499e-002,
390,7.437e-002,
391,7.499e-002,
392,7.437e-002,
393,7.374e-002,
394,7.312e-002,
395,7.312e-002,
396,7.374e-002,
397,7.687e-002,
398,7.437e-002,
399,7.750e-002,
400,7.687e-002,
401,7.750e-002,
402,7.812e-002,
403,7.937e-002,
404,7.687e-002,
405,7.812e-002,
406,7.687e-002,
407,7.875e-002,
408,7.937e-002,
409,8.000e-002,
410,7.937e-002,
411,7.750e-002,
412,7.875e-002,
413,7.937e-002,
414,7.812e-002,
415,7.750e-002,
416,7.750e-002,
417,7.750e-002,
418,7.687e-002,
419,7.687e-002,
420,7.875e-002,
421,7.750e-002,
422,7.687e-002,
423,7.499e-002,
424,7.625e-002,
425,7.625e-002,
426,7.625e-002,
427,7.687e-002,
428,7.499e-002,
429,7.625e-002,
430,7.562e-002,
431,7.750e-002,
432,7.499e-002,
433,7.437e-002,
434,7.437e-002,
435,7.312e-002,
436,7.374e-002,
437,7.562e-002,
438,7.437e-002,
439,7.437e-002,
440,7.249e-002,
441,7.187e-002,
442,7.562e-002,
443,7.562e-002,
444,7.562e-002,
445,7.374e-002,
446,7.374e-002,
447,7.437e-002,
448,7.374e-002,
449,7.562e-002,
450,7.499e-002,
451,7.625e-002,
452,7.499e-002,
453,7.499e-002,
454,7.625e-002,
455,7.625e-002,
456,7.687e-002,
457,7.625e-002,
458,7.750e-002,
459,7.499e-002,
460,7.562e-002,
461,7.562e-002,
